Frame,HOG
pruebaC-24071.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24072.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24073.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24074.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24075.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24076.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24077.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24078.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24079.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24080.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24081.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24082.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24083.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24084.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24085.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24086.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24087.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24088.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24089.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24090.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24091.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24092.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24093.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24094.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24095.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24096.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24097.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24098.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24099.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24100.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24101.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24102.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24103.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24104.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24105.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24106.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24107.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24108.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24109.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24110.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24111.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24112.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24113.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24114.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24115.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24116.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24117.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24118.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24119.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24120.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24121.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24122.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24123.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24124.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24125.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24126.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24127.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24128.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24129.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24130.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24131.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24132.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24133.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24134.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24135.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24136.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24137.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24138.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24139.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24140.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24141.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24142.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24143.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24144.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24145.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24146.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24147.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24148.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24149.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24150.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24151.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24152.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24153.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24154.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24155.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24156.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24157.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24158.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24159.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24160.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24161.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24162.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24163.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24164.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24165.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24166.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24167.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24168.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24169.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24170.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24171.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24172.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24173.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24174.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24175.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24176.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24177.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24178.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24179.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24180.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24181.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24182.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24183.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24184.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24185.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24186.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24187.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24188.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24189.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24190.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24191.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24192.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24193.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24194.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24195.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24196.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24197.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24198.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24199.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24200.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24201.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24202.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24203.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24204.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24205.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24206.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24207.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24208.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24209.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24210.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24211.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24212.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24213.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24214.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24215.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24216.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24217.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24218.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24219.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24220.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24221.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24222.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24223.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24224.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24225.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24226.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24227.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24228.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24229.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24230.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24231.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24232.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24233.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24234.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24235.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24236.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24237.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24238.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24239.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24240.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24241.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24242.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24243.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24244.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24245.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24246.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24247.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24248.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24249.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24250.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24251.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24252.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24253.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24254.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24255.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24256.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24257.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24258.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24259.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24260.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24261.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24262.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24263.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24264.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24265.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24266.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24267.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24268.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24269.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24270.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24271.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24272.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24273.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24274.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24275.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24276.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24277.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24278.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24279.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24280.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24281.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24282.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24283.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24284.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24285.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24286.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24287.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24288.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24289.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24290.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24291.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24292.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24293.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24294.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24295.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24296.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24297.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24298.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24299.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24300.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24301.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24302.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24303.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24304.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24305.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24306.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24307.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24308.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24309.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24310.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24311.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24312.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24313.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24314.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24315.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24316.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24317.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24318.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24319.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24320.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24321.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24322.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24323.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24324.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24325.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24326.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24327.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24328.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24329.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24330.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24331.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24332.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24333.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24334.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24335.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24336.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24337.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24338.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24339.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24340.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24341.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24342.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24343.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24344.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24345.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24346.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24347.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24348.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24349.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24350.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24351.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24352.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24353.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24354.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24355.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24356.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24357.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24358.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24359.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24360.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24361.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24362.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24363.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24364.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24365.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24366.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24367.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24368.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24369.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24370.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24371.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24372.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24373.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24374.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24375.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24376.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24377.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24378.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24379.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24380.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24381.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24382.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24383.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24384.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24385.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24386.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24387.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24388.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24389.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24390.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24391.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24392.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24393.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24394.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24395.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24396.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24397.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24398.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24399.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24400.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24401.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24402.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24403.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24404.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24405.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24406.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24407.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24408.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24409.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24410.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24411.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24412.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24413.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24414.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24415.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24416.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24417.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24418.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24419.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24420.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24421.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24422.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24423.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24424.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24425.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24426.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24427.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24428.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24429.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24430.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24431.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24432.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24433.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24434.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24435.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24436.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24437.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24438.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24439.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24440.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24441.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24442.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24443.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24444.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24445.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24446.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24447.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24448.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24449.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24450.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24451.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24452.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24453.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24454.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24455.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24456.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24457.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24458.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24459.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24460.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24461.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24462.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24463.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24464.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24465.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24466.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24467.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24468.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24469.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24470.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24471.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24472.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24473.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24474.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24475.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24476.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24477.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24478.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24479.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24480.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24481.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24482.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24483.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24484.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24485.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24486.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24487.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24488.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24489.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24490.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24491.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24492.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24493.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-24494.png,[0. 0. 0. ... 0. 0. 0.]
