Frame,HOG
pruebaC-13981.png,[0.         0.         0.         ... 0.         0.         0.00121555]
pruebaC-13982.png,[0.         0.         0.         ... 0.         0.         0.00136278]
pruebaC-13983.png,[0.         0.         0.         ... 0.         0.         0.00126872]
pruebaC-13984.png,[0.        0.        0.        ... 0.        0.        0.3371754]
pruebaC-13985.png,[0.         0.         0.         ... 0.         0.         0.33711556]
pruebaC-13986.png,[0.         0.         0.         ... 0.         0.         0.33711556]
pruebaC-13987.png,[0.         0.         0.         ... 0.         0.         0.32545063]
pruebaC-13988.png,[0.         0.         0.         ... 0.         0.         0.33449176]
pruebaC-13989.png,[0.        0.        0.        ... 0.        0.        0.3254248]
pruebaC-13990.png,[0.         0.         0.         ... 0.         0.         0.32946134]
pruebaC-13991.png,[0.         0.         0.         ... 0.01907494 0.00937602 0.11924017]
pruebaC-13992.png,[0.         0.         0.         ... 0.01953792 0.0096036  0.12213437]
pruebaC-13993.png,[0.         0.         0.         ... 0.02004539 0.00961126 0.12223184]
pruebaC-13994.png,[0.         0.         0.         ... 0.02039069 0.00977682 0.12433736]
pruebaC-13995.png,[0.         0.         0.         ... 0.0172728  0.00577228 0.15537168]
pruebaC-13996.png,[0.         0.         0.         ... 0.01759099 0.00587861 0.15823382]
pruebaC-13997.png,[0.         0.         0.         ... 0.01748792 0.00584417 0.1573067 ]
pruebaC-13998.png,[0.         0.         0.         ... 0.01748963 0.00584474 0.15732212]
pruebaC-13999.png,[0.         0.         0.         ... 0.01748934 0.00584465 0.1573195 ]
pruebaC-14000.png,[0.         0.         0.         ... 0.01747306 0.0058392  0.15717304]
pruebaC-14001.png,[0.         0.         0.         ... 0.01722651 0.00575681 0.15495527]
pruebaC-14002.png,[0.         0.         0.         ... 0.0172224  0.00575544 0.15491834]
pruebaC-14003.png,[0.         0.         0.         ... 0.01720483 0.00574957 0.15476029]
pruebaC-14004.png,[0.         0.         0.         ... 0.01719106 0.00574496 0.1546364 ]
pruebaC-14005.png,[0.         0.         0.         ... 0.01731686 0.005787   0.15576799]
pruebaC-14006.png,[0.         0.         0.         ... 0.01707608 0.00570654 0.15360215]
pruebaC-14007.png,[0.         0.         0.         ... 0.01713789 0.00572719 0.15415809]
pruebaC-14008.png,[0.         0.         0.         ... 0.01718665 0.00574349 0.15459672]
pruebaC-14009.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14010.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14011.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14012.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14013.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14014.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14015.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14016.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14017.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14018.png,[0.         0.         0.         ... 0.         0.         0.23143443]
pruebaC-14019.png,[0.        0.        0.        ... 0.        0.        0.2312692]
pruebaC-14020.png,[0.         0.         0.         ... 0.         0.         0.23149125]
pruebaC-14021.png,[0.         0.         0.         ... 0.         0.         0.23121735]
pruebaC-14022.png,[0.         0.         0.         ... 0.         0.         0.23120299]
pruebaC-14023.png,[0.         0.         0.         ... 0.         0.         0.23121735]
pruebaC-14024.png,[0.         0.         0.         ... 0.         0.         0.23137967]
pruebaC-14025.png,[0.         0.         0.         ... 0.         0.         0.23121941]
pruebaC-14026.png,[0.         0.         0.         ... 0.         0.         0.23137967]
pruebaC-14027.png,[0.         0.         0.         ... 0.         0.         0.23121941]
pruebaC-14028.png,[0.         0.         0.         ... 0.         0.         0.23137967]
pruebaC-14029.png,[0.         0.         0.         ... 0.         0.         0.23121941]
pruebaC-14030.png,[0.         0.         0.         ... 0.         0.         0.23121361]
pruebaC-14031.png,[0.         0.         0.         ... 0.         0.         0.23105697]
pruebaC-14032.png,[0.         0.         0.         ... 0.         0.         0.23100722]
pruebaC-14033.png,[0.         0.         0.         ... 0.         0.         0.23087418]
pruebaC-14034.png,[0.         0.         0.         ... 0.         0.         0.23048122]
pruebaC-14035.png,[0.        0.        0.        ... 0.        0.        0.2303246]
pruebaC-14036.png,[0.         0.         0.         ... 0.         0.         0.23036258]
pruebaC-14037.png,[0.         0.         0.         ... 0.         0.         0.22710015]
pruebaC-14038.png,[0.        0.        0.        ... 0.        0.        0.2270175]
pruebaC-14039.png,[0.         0.         0.         ... 0.         0.         0.22556205]
pruebaC-14040.png,[0.         0.         0.         ... 0.         0.         0.21421951]
pruebaC-14041.png,[0.         0.         0.         ... 0.         0.         0.21419324]
pruebaC-14042.png,[0.        0.        0.        ... 0.        0.        0.2232553]
pruebaC-14043.png,[0.         0.         0.         ... 0.         0.         0.22373962]
pruebaC-14044.png,[0.       0.       0.       ... 0.       0.       0.213907]
pruebaC-14045.png,[0.      0.      0.      ... 0.      0.      0.22044]
pruebaC-14046.png,[0.         0.         0.         ... 0.         0.         0.22074799]
pruebaC-14047.png,[0.         0.         0.         ... 0.         0.         0.21634623]
pruebaC-14048.png,[0.        0.        0.        ... 0.        0.        0.2171734]
pruebaC-14049.png,[0.         0.         0.         ... 0.         0.         0.02548921]
pruebaC-14050.png,[0.         0.         0.         ... 0.         0.         0.02593546]
pruebaC-14051.png,[0.         0.         0.         ... 0.         0.         0.02673498]
pruebaC-14052.png,[0.         0.         0.         ... 0.         0.         0.02593907]
pruebaC-14053.png,[0.         0.         0.         ... 0.         0.         0.02673754]
pruebaC-14054.png,[0.         0.         0.         ... 0.         0.         0.02590902]
pruebaC-14055.png,[0.         0.         0.         ... 0.0079901  0.00267015 0.03255256]
pruebaC-14056.png,[0.         0.         0.         ... 0.0079901  0.00267015 0.03255256]
pruebaC-14057.png,[0.         0.         0.         ... 0.0079901  0.00267015 0.03255256]
pruebaC-14058.png,[0.         0.         0.         ... 0.0078648  0.00262828 0.03204208]
pruebaC-14059.png,[0.         0.         0.         ... 0.0079185  0.00264622 0.03226086]
pruebaC-14060.png,[0.         0.         0.         ... 0.00775753 0.00259243 0.03160506]
pruebaC-14061.png,[0.         0.         0.         ... 0.00791974 0.00264664 0.0322659 ]
pruebaC-14062.png,[0.         0.         0.         ... 0.00775903 0.00259293 0.03161116]
pruebaC-14063.png,[0.         0.         0.         ... 0.00791974 0.00264664 0.0322659 ]
pruebaC-14064.png,[0.         0.         0.         ... 0.00775903 0.00259293 0.03161116]
pruebaC-14065.png,[0.         0.         0.         ... 0.0076058  0.00254172 0.03098687]
pruebaC-14066.png,[0.         0.         0.         ... 0.00780236 0.00260741 0.03178769]
pruebaC-14067.png,[0.         0.         0.         ... 0.00765445 0.00255798 0.03118508]
pruebaC-14068.png,[0.         0.         0.         ... 0.00786193 0.00262732 0.03203037]
pruebaC-14069.png,[0.         0.         0.         ... 0.00765445 0.00255798 0.03118508]
pruebaC-14070.png,[0.         0.         0.         ... 0.00786193 0.00262732 0.03203037]
pruebaC-14071.png,[0.         0.         0.         ... 0.00765445 0.00255798 0.03118508]
pruebaC-14072.png,[0.         0.         0.         ... 0.00786193 0.00262732 0.03203037]
pruebaC-14073.png,[0.         0.         0.         ... 0.00765724 0.00255891 0.03119645]
pruebaC-14074.png,[0.         0.         0.         ... 0.00786143 0.00262715 0.03202835]
pruebaC-14075.png,[0.         0.         0.         ... 0.0078854  0.00263516 0.03212599]
pruebaC-14076.png,[0.         0.         0.         ... 0.00785069 0.00262356 0.0319846 ]
pruebaC-14077.png,[0.         0.         0.         ... 0.00785069 0.00262356 0.0319846 ]
pruebaC-14078.png,[0.         0.         0.         ... 0.00778655 0.00260213 0.02733972]
pruebaC-14079.png,[0.         0.         0.         ... 0.00783064 0.00261686 0.02749453]
pruebaC-14080.png,[0.         0.         0.         ... 0.0078153  0.00261173 0.02744065]
pruebaC-14081.png,[0.         0.         0.         ... 0.00781842 0.00261278 0.02745161]
pruebaC-14082.png,[0.         0.         0.         ... 0.00721962 0.00241267 0.02709889]
pruebaC-14083.png,[0.         0.         0.         ... 0.00696069 0.00232614 0.02835865]
pruebaC-14084.png,[0.         0.         0.         ... 0.00701946 0.00234578 0.02859806]
pruebaC-14085.png,[0.         0.         0.         ... 0.00671028 0.00224246 0.02560921]
pruebaC-14086.png,[0.         0.         0.         ... 0.0066504  0.00222245 0.02538068]
pruebaC-14087.png,[0.         0.         0.         ... 0.00690148 0.00230635 0.02412628]
pruebaC-14088.png,[0.         0.         0.         ... 0.00675853 0.00225858 0.02362654]
pruebaC-14089.png,[0.         0.         0.         ... 0.0068919  0.00230315 0.02409279]
pruebaC-14090.png,[0.         0.         0.         ... 0.00668945 0.0022355  0.02338507]
pruebaC-14091.png,[0.         0.         0.         ... 0.00683364 0.00228368 0.02388914]
pruebaC-14092.png,[0.         0.         0.         ... 0.00672776 0.0022483  0.02351897]
pruebaC-14093.png,[0.         0.         0.         ... 0.00685066 0.00228937 0.02394861]
pruebaC-14094.png,[0.         0.         0.         ... 0.00668976 0.0022356  0.02338613]
pruebaC-14095.png,[0.         0.         0.         ... 0.00679223 0.00226984 0.02374436]
pruebaC-14096.png,[0.         0.         0.         ... 0.00667116 0.00222938 0.02332112]
pruebaC-14097.png,[0.         0.         0.         ... 0.00678521 0.0022675  0.02371983]
pruebaC-14098.png,[0.         0.         0.         ... 0.00663352 0.00221681 0.02318955]
pruebaC-14099.png,[0.         0.         0.         ... 0.00677091 0.00226272 0.02366982]
pruebaC-14100.png,[0.         0.         0.         ... 0.00663043 0.00221577 0.02317872]
pruebaC-14101.png,[0.        0.        0.        ... 0.        0.        0.0076635]
pruebaC-14102.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14103.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14104.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14105.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14106.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14107.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14108.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14109.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14110.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14111.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14112.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14113.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14114.png,[0.         0.         0.         ... 0.         0.         0.00181162]
pruebaC-14115.png,[0.         0.         0.         ... 0.         0.         0.00200177]
pruebaC-14116.png,[0.         0.         0.         ... 0.         0.         0.00190494]
pruebaC-14117.png,[0.         0.         0.         ... 0.         0.         0.00142328]
pruebaC-14118.png,[0.         0.         0.         ... 0.         0.         0.00142922]
pruebaC-14119.png,[0.         0.         0.         ... 0.         0.         0.00123032]
pruebaC-14120.png,[0.         0.         0.         ... 0.         0.         0.00123393]
pruebaC-14121.png,[0.         0.         0.         ... 0.         0.         0.00122977]
pruebaC-14122.png,[0.         0.         0.         ... 0.         0.         0.00123086]
pruebaC-14123.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14124.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14125.png,[0.        0.        0.        ... 0.        0.        0.1826328]
pruebaC-14126.png,[0.        0.        0.        ... 0.        0.        0.1823594]
pruebaC-14127.png,[0.         0.         0.         ... 0.         0.         0.17199665]
pruebaC-14128.png,[0.         0.         0.         ... 0.         0.         0.35194567]
pruebaC-14129.png,[0.         0.         0.         ... 0.         0.         0.35132232]
pruebaC-14130.png,[0.        0.        0.        ... 0.        0.        0.3514541]
pruebaC-14131.png,[0.         0.         0.         ... 0.         0.         0.35098317]
pruebaC-14132.png,[0.         0.         0.         ... 0.         0.         0.35163778]
pruebaC-14133.png,[0.        0.        0.        ... 0.        0.        0.3509476]
pruebaC-14134.png,[0.         0.         0.         ... 0.         0.         0.35191107]
pruebaC-14135.png,[0.         0.         0.         ... 0.         0.         0.35115585]
pruebaC-14136.png,[0.         0.         0.         ... 0.         0.         0.35143274]
pruebaC-14137.png,[0.         0.         0.         ... 0.         0.         0.35128662]
pruebaC-14138.png,[0.         0.         0.         ... 0.         0.         0.35165453]
pruebaC-14139.png,[0.         0.         0.         ... 0.         0.         0.35070902]
pruebaC-14140.png,[0.        0.        0.        ... 0.        0.        0.3512977]
pruebaC-14141.png,[0.         0.         0.         ... 0.         0.         0.35063812]
pruebaC-14142.png,[0.         0.         0.         ... 0.         0.         0.35131177]
pruebaC-14143.png,[0.         0.         0.         ... 0.         0.         0.35037553]
pruebaC-14144.png,[0.         0.         0.         ... 0.         0.         0.35058317]
pruebaC-14145.png,[0.        0.        0.        ... 0.        0.        0.3510133]
pruebaC-14146.png,[0.      0.      0.      ... 0.      0.      0.35072]
pruebaC-14147.png,[0.        0.        0.        ... 0.        0.        0.3512188]
pruebaC-14148.png,[0.        0.        0.        ... 0.        0.        0.3503259]
pruebaC-14149.png,[0.        0.        0.        ... 0.        0.        0.3482827]
pruebaC-14150.png,[0.         0.         0.         ... 0.         0.         0.35124722]
pruebaC-14151.png,[0.        0.        0.        ... 0.        0.        0.3517548]
pruebaC-14152.png,[0.         0.         0.         ... 0.         0.         0.35174897]
pruebaC-14153.png,[0.         0.         0.         ... 0.         0.         0.35172537]
pruebaC-14154.png,[0.         0.         0.         ... 0.00396689 0.00132567 0.35036018]
pruebaC-14155.png,[0.         0.         0.         ... 0.00395648 0.00132219 0.3459604 ]
pruebaC-14156.png,[0.         0.         0.         ... 0.00396529 0.00132513 0.35013112]
pruebaC-14157.png,[0.         0.         0.         ... 0.0039542  0.00132143 0.3459828 ]
pruebaC-14158.png,[0.         0.         0.         ... 0.00396516 0.00132509 0.35012338]
pruebaC-14159.png,[0.         0.         0.         ... 0.00395389 0.00132132 0.34596428]
pruebaC-14160.png,[0.         0.         0.         ... 0.00396512 0.00132507 0.35012075]
pruebaC-14161.png,[0.         0.         0.         ... 0.00395387 0.00132132 0.34596333]
pruebaC-14162.png,[0.         0.         0.         ... 0.00396515 0.00132509 0.3501228 ]
pruebaC-14163.png,[0.         0.         0.         ... 0.00395387 0.00132132 0.34596333]
pruebaC-14164.png,[0.         0.         0.         ... 0.00396416 0.00132476 0.35006276]
pruebaC-14165.png,[0.         0.         0.         ... 0.00395389 0.00132132 0.34596428]
pruebaC-14166.png,[0.         0.         0.         ... 0.         0.         0.32320547]
pruebaC-14167.png,[0.         0.         0.         ... 0.         0.         0.32320547]
pruebaC-14168.png,[0.         0.         0.         ... 0.         0.         0.32320547]
pruebaC-14169.png,[0.         0.         0.         ... 0.         0.         0.32320547]
pruebaC-14170.png,[0.        0.        0.        ... 0.        0.        0.3232486]
pruebaC-14171.png,[0.        0.        0.        ... 0.        0.        0.3232486]
pruebaC-14172.png,[0.        0.        0.        ... 0.        0.        0.3232486]
pruebaC-14173.png,[0.         0.         0.         ... 0.         0.         0.32326913]
pruebaC-14174.png,[0.         0.         0.         ... 0.         0.         0.32231387]
pruebaC-14175.png,[0.         0.         0.         ... 0.         0.         0.32326913]
pruebaC-14176.png,[0.         0.         0.         ... 0.         0.         0.32148683]
pruebaC-14177.png,[0.         0.         0.         ... 0.         0.         0.32299858]
pruebaC-14178.png,[0.        0.        0.        ... 0.        0.        0.3230812]
pruebaC-14179.png,[0.         0.         0.         ... 0.         0.         0.32433686]
pruebaC-14180.png,[0.         0.         0.         ... 0.         0.         0.32401085]
pruebaC-14181.png,[0.         0.         0.         ... 0.         0.         0.32483116]
pruebaC-14182.png,[0.         0.         0.         ... 0.         0.         0.32442796]
pruebaC-14183.png,[0.         0.         0.         ... 0.         0.         0.32486162]
pruebaC-14184.png,[0.         0.         0.         ... 0.         0.         0.32442796]
pruebaC-14185.png,[0.         0.         0.         ... 0.         0.         0.32486162]
pruebaC-14186.png,[0.         0.         0.         ... 0.         0.         0.32442796]
pruebaC-14187.png,[0.         0.         0.         ... 0.         0.         0.32442385]
pruebaC-14188.png,[0.         0.         0.         ... 0.         0.         0.32486162]
pruebaC-14189.png,[0.         0.         0.         ... 0.00171496 0.00057311 0.34826165]
pruebaC-14190.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14191.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14192.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14193.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14194.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14195.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14196.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14197.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14198.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14199.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14200.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14201.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14202.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14203.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14204.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14205.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14206.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14207.png,[0.        0.        0.        ... 0.        0.        0.0187487]
pruebaC-14208.png,[0.         0.         0.         ... 0.         0.         0.01790994]
pruebaC-14209.png,[0.        0.        0.        ... 0.        0.        0.0182874]
pruebaC-14210.png,[0.         0.         0.         ... 0.         0.         0.01763226]
pruebaC-14211.png,[0.         0.         0.         ... 0.         0.         0.01838234]
pruebaC-14212.png,[0.         0.         0.         ... 0.         0.         0.01790328]
pruebaC-14213.png,[0.         0.         0.         ... 0.         0.         0.01838234]
pruebaC-14214.png,[0.         0.         0.         ... 0.         0.         0.01790328]
pruebaC-14215.png,[0.         0.         0.         ... 0.         0.         0.01838234]
pruebaC-14216.png,[0.         0.         0.         ... 0.         0.         0.01790328]
pruebaC-14217.png,[0.         0.         0.         ... 0.         0.         0.01838234]
pruebaC-14218.png,[0.         0.         0.         ... 0.         0.         0.01781412]
pruebaC-14219.png,[0.         0.         0.         ... 0.         0.         0.01919143]
pruebaC-14220.png,[0.         0.         0.         ... 0.         0.         0.01928253]
pruebaC-14221.png,[0.         0.         0.         ... 0.         0.         0.01882294]
pruebaC-14222.png,[0.         0.         0.         ... 0.         0.         0.01930283]
pruebaC-14223.png,[0.         0.         0.         ... 0.         0.         0.01882294]
pruebaC-14224.png,[0.         0.         0.         ... 0.         0.         0.01930283]
pruebaC-14225.png,[0.         0.         0.         ... 0.         0.         0.01919771]
pruebaC-14226.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14227.png,[0.         0.         0.         ... 0.         0.         0.02037565]
pruebaC-14228.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14229.png,[0.         0.         0.         ... 0.         0.         0.02037565]
pruebaC-14230.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14231.png,[0.         0.         0.         ... 0.         0.         0.02037565]
pruebaC-14232.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14233.png,[0.         0.         0.         ... 0.         0.         0.02037565]
pruebaC-14234.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14235.png,[0.         0.         0.         ... 0.         0.         0.02037565]
pruebaC-14236.png,[0.         0.         0.         ... 0.         0.         0.02087822]
pruebaC-14237.png,[0.         0.         0.         ... 0.10752977 0.0359346  0.12659156]
pruebaC-14238.png,[0.         0.         0.         ... 0.10667031 0.03564738 0.12557974]
pruebaC-14239.png,[0.         0.         0.         ... 0.10683271 0.03570165 0.12577093]
pruebaC-14240.png,[0.         0.         0.         ... 0.10667031 0.03564738 0.12557974]
pruebaC-14241.png,[0.         0.         0.         ... 0.10683271 0.03570165 0.12577093]
pruebaC-14242.png,[0.         0.         0.         ... 0.10667031 0.03564738 0.12557974]
pruebaC-14243.png,[0.         0.         0.         ... 0.10683271 0.03570165 0.12577093]
pruebaC-14244.png,[0.         0.         0.         ... 0.10934192 0.03654019 0.1286683 ]
pruebaC-14245.png,[0.         0.         0.         ... 0.10876924 0.0363488  0.12799439]
pruebaC-14246.png,[0.         0.         0.         ... 0.11379853 0.03802951 0.13391261]
pruebaC-14247.png,[0.         0.         0.         ... 0.13497566 0.05550769 0.05820182]
pruebaC-14248.png,[0.         0.         0.         ... 0.13634285 0.05606994 0.05879135]
pruebaC-14249.png,[0.         0.         0.         ... 0.13340545 0.05486196 0.05752474]
pruebaC-14250.png,[0.         0.         0.         ... 0.13480303 0.0554367  0.05812738]
pruebaC-14251.png,[0.         0.         0.         ... 0.1333928  0.05485676 0.05751929]
pruebaC-14252.png,[0.         0.         0.         ... 0.13481992 0.05544365 0.05813467]
pruebaC-14253.png,[0.         0.         0.         ... 0.13339093 0.05485599 0.05751848]
pruebaC-14254.png,[0.         0.         0.         ... 0.13339093 0.05485599 0.05751848]
pruebaC-14255.png,[0.         0.         0.         ... 0.13481992 0.05544365 0.05813467]
pruebaC-14256.png,[0.         0.         0.         ... 0.1333928  0.05485676 0.05751929]
pruebaC-14257.png,[0.         0.         0.         ... 0.13480303 0.0554367  0.05812738]
pruebaC-14258.png,[0.         0.         0.         ... 0.1333928  0.05485676 0.05751929]
pruebaC-14259.png,[0.         0.         0.         ... 0.13481992 0.05544365 0.05813467]
pruebaC-14260.png,[0.         0.         0.         ... 0.13340625 0.05486229 0.05752509]
pruebaC-14261.png,[0.         0.         0.         ... 0.10903604 0.03853914 0.1583779 ]
pruebaC-14262.png,[0.         0.         0.         ... 0.10858993 0.03838146 0.15772991]
pruebaC-14263.png,[0.         0.         0.         ... 0.1098037  0.0382699  0.15963495]
pruebaC-14264.png,[0.         0.         0.         ... 0.10511734 0.03663656 0.15282181]
pruebaC-14265.png,[0.         0.         0.         ... 0.10533725 0.03671321 0.15314154]
pruebaC-14266.png,[0.         0.         0.         ... 0.10511196 0.03663469 0.15281399]
pruebaC-14267.png,[0.         0.         0.         ... 0.10533725 0.03671321 0.15314154]
pruebaC-14268.png,[0.         0.         0.         ... 0.10534009 0.0367142  0.15314566]
pruebaC-14269.png,[0.         0.         0.         ... 0.10511395 0.03663538 0.15281688]
pruebaC-14270.png,[0.         0.         0.         ... 0.10534257 0.03671506 0.15314926]
pruebaC-14271.png,[0.         0.         0.         ... 0.10511395 0.03663538 0.15281688]
pruebaC-14272.png,[0.         0.         0.         ... 0.10519056 0.03666208 0.15292828]
pruebaC-14273.png,[0.         0.         0.         ... 0.10508867 0.03662657 0.15278015]
pruebaC-14274.png,[0.         0.         0.         ... 0.10368494 0.03613733 0.15073939]
pruebaC-14275.png,[0.         0.         0.         ... 0.10499696 0.03659461 0.15264681]
pruebaC-14276.png,[0.         0.         0.         ... 0.10368494 0.03613733 0.15073939]
pruebaC-14277.png,[0.         0.         0.         ... 0.04018104 0.0134278  0.3262327 ]
pruebaC-14278.png,[0.         0.         0.         ... 0.038892   0.01299702 0.3097924 ]
pruebaC-14279.png,[0.         0.         0.         ... 0.03646197 0.01218495 0.32293722]
pruebaC-14280.png,[0.         0.         0.         ... 0.03775489 0.01261702 0.3217708 ]
pruebaC-14281.png,[0.         0.         0.         ... 0.03612696 0.012073   0.32021686]
pruebaC-14282.png,[0.         0.         0.         ... 0.03643768 0.01217683 0.32037795]
pruebaC-14283.png,[0.         0.         0.         ... 0.03643768 0.01217683 0.32037795]
pruebaC-14284.png,[0.         0.         0.         ... 0.03569295 0.01192795 0.31420633]
pruebaC-14285.png,[0.         0.         0.         ... 0.03569295 0.01192795 0.31420633]
pruebaC-14286.png,[0.         0.         0.         ... 0.03565219 0.01191434 0.31399867]
pruebaC-14287.png,[0.         0.         0.         ... 0.03564205 0.01191095 0.313947  ]
pruebaC-14288.png,[0.         0.         0.         ... 0.03568767 0.01192619 0.31417948]
pruebaC-14289.png,[0.         0.         0.         ... 0.03569295 0.01192795 0.31420633]
pruebaC-14290.png,[0.         0.         0.         ... 0.03367731 0.01125436 0.32330814]
pruebaC-14291.png,[0.         0.         0.         ... 0.03397125 0.0113526  0.32249942]
pruebaC-14292.png,[0.         0.         0.         ... 0.0343245  0.01147064 0.32758304]
pruebaC-14293.png,[0.         0.         0.         ... 0.0338791  0.0113218  0.32312274]
pruebaC-14294.png,[0.         0.         0.         ... 0.03488865 0.01165917 0.32454637]
pruebaC-14295.png,[0.         0.         0.         ... 0.03785305 0.01264982 0.31866214]
pruebaC-14296.png,[0.         0.         0.         ... 0.03832773 0.01280846 0.31750226]
pruebaC-14297.png,[0.         0.         0.         ... 0.03794244 0.0126797  0.32006422]
pruebaC-14298.png,[0.         0.         0.         ... 0.03766013 0.01258535 0.31610185]
pruebaC-14299.png,[0.         0.         0.         ... 0.03789713 0.01266456 0.31983808]
pruebaC-14300.png,[0.         0.         0.         ... 0.03768021 0.01259206 0.31619984]
pruebaC-14301.png,[0.         0.         0.         ... 0.03797148 0.0126894  0.32020923]
pruebaC-14302.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14303.png,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1703820e-05 0.0000000e+00
 1.2382239e-04]"
pruebaC-14304.png,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1606978e-05 0.0000000e+00
 1.2326991e-04]"
pruebaC-14305.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14306.png,[0.         0.         0.         ... 0.00224977 0.         0.00086262]
pruebaC-14307.png,[0.         0.         0.         ... 0.         0.         0.01830343]
pruebaC-14308.png,[0.         0.         0.         ... 0.         0.         0.01850348]
pruebaC-14309.png,[0.        0.        0.        ... 0.        0.        0.0184687]
pruebaC-14310.png,[0.        0.        0.        ... 0.        0.        0.0158407]
pruebaC-14311.png,[0.         0.         0.         ... 0.         0.         0.01569353]
pruebaC-14312.png,[0.         0.         0.         ... 0.         0.         0.01569353]
pruebaC-14313.png,[0.         0.         0.         ... 0.         0.         0.01572243]
pruebaC-14314.png,[0.         0.         0.         ... 0.         0.         0.01574925]
pruebaC-14315.png,[0.         0.         0.         ... 0.00228965 0.         0.13973342]
pruebaC-14316.png,[0.         0.         0.         ... 0.00230927 0.         0.14093061]
pruebaC-14317.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14318.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14319.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14320.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14321.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14322.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14323.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14324.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14325.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14326.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14327.png,[0.         0.         0.         ... 0.         0.         0.00043925]
pruebaC-14328.png,[0.         0.         0.         ... 0.         0.         0.00044865]
pruebaC-14329.png,[0.         0.         0.         ... 0.         0.         0.00043904]
pruebaC-14330.png,[0.         0.         0.         ... 0.         0.         0.00044853]
pruebaC-14331.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14332.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14333.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14334.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14335.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14336.png,[0. 0. 0. ... 0. 0. 0.]
pruebaC-14337.png,[0. 0. 0. ... 0. 0. 0.]
